FID,COUNTYNAME,COUNTYFIPS,COUNTYGNIS,NAME_UCASE,Shape_Leng,Shape_Area,LINKNAME,NAIP2012,NAIP2014,NAIP2016,DOQQ,TOPO,F24KDEM,MOIMG2015,NAIP2018,NAIP2020,NAIP2022,Shape__Area,Shape__Length
47,Johnson,101,758505,JOHNSON,191728.928245,2157101358.29,Johnson,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Johnson_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Johnson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Johnson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Johnson.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Johnson.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Johnson.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Johnson.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Johnson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Johnson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Johnson_NAIP_zip.zip,3553612700.71875,246028.839728357
48,Pettis,159,758534,PETTIS,173417.652916,1776168033.51,Pettis,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Pettis_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Pettis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Pettis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Pettis.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Pettis.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Pettis.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Pettis.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Pettis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Pettis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Pettis_NAIP_zip.zip,2925097326.29688,222583.273813728
49,St Louis,189,758549,ST LOUIS,221811.083355,1355116970.56,StLouisCounty,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_StLouisCounty_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_StLouisCounty_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_StLouisCounty_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/StLouisCounty.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/StLouisCounty.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/StLouisCounty.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/StLouisCounty.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_StLouisCounty_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_StLouisCounty_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_StLouisCounty_NAIP_zip.zip,2223578069.55859,284107.884881151
50,Cass,037,758473,CASS,201739.80113,1818331527.52,Cass,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Cass_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Cass_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Cass_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Cass.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Cass.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Cass.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Cass.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Cass_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Cass_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Cass_NAIP_zip.zip,2986804421.33203,258491.169037356
51,Moniteau,135,758522,MONITEAU,159143.73136,1083838565.26,Moniteau,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Moniteau_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Moniteau_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Moniteau_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Moniteau.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Moniteau.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Moniteau.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Moniteau.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Moniteau_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Moniteau_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Moniteau_NAIP_zip.zip,1780179278.41797,204131.669227823
52,St Louis City,510,765765,ST LOUIS CITY,66609.106571,171027518.523,StLouisCity,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_StLouisCity_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_StLouisCity_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_StLouisCity_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/StLouisCity.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/StLouisCity.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/StLouisCity.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/StLouisCity.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_StLouisCity_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_StLouisCity_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_StLouisCity_NAIP_zip.zip,280542559.378906,85400.1287390895
53,Osage,151,758530,OSAGE,186584.259434,1585668324.7,Osage,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Osage_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Osage_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Osage_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Osage.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Osage.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Osage.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Osage.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Osage_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Osage_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Osage_NAIP_zip.zip,2591525793.34766,238490.922330655
54,Gasconade,073,758491,GASCONADE,173999.559896,1361667837.38,Gasconade,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Gasconade_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Gasconade_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Gasconade_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Gasconade.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Gasconade.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Gasconade.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Gasconade.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Gasconade_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Gasconade_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Gasconade_NAIP_zip.zip,2223786943.81641,222575.050921381
55,Morgan,141,758525,MORGAN,190777.08178,1588182562.38,Morgan,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Morgan_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Morgan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Morgan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Morgan.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Morgan.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Morgan.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Morgan.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Morgan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Morgan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Morgan_NAIP_zip.zip,2593650409.5625,243838.0400551
56,Cole,051,758480,COLE,170700.786345,1034375197.78,Cole,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Cole_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Cole_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Cole_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Cole.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Cole.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Cole.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Cole.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Cole_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Cole_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Cole_NAIP_zip.zip,1692858438.16797,218393.407210783
57,Franklin,071,758490,FRANKLIN,228728.655726,2407053352.27,Franklin,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Franklin_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Franklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Franklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Franklin.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Franklin.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Franklin.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Franklin.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Franklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Franklin_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Franklin_NAIP_zip.zip,3926882917.75391,292348.560478863
58,Henry,083,758496,HENRY,179386.259772,1895231407.16,Henry,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Henry_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Henry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Henry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Henry.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Henry.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Henry.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Henry.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Henry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Henry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Henry_NAIP_zip.zip,3091435708.17188,229048.892127098
59,Benton,015,758462,BENTON,186084.270609,1947407347.91,Benton,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Benton_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Benton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Benton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Benton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Benton.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Benton.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Benton.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Benton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Benton_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Benton_NAIP_zip.zip,3169040816.94141,237444.91369824
60,Jefferson,099,758504,JEFFERSON,205433.949437,1720703426.31,Jefferson,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Jefferson_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Jefferson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Jefferson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Jefferson.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Jefferson.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Jefferson.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Jefferson.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Jefferson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Jefferson_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Jefferson_NAIP_zip.zip,2794322513.37891,261908.901635822
61,Bates,013,758461,BATES,232908.79328,2203792070.38,Bates,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Bates_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Bates_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Bates_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Bates.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Bates.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Bates.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Bates.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Bates_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Bates_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Bates_NAIP_zip.zip,3581413717.69922,296974.262715354
62,Miller,131,758520,MILLER,180693.798004,1553478696.95,Miller,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Miller_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Miller_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Miller_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Miller.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Miller.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Miller.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Miller.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Miller_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Miller_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Miller_NAIP_zip.zip,2522337701.90625,230272.857423357
63,Maries,125,758516,MARIES,161533.591087,1372124414.62,Maries,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Maries_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Maries_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Maries_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Maries.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Maries.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Maries.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Maries.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Maries_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Maries_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Maries_NAIP_zip.zip,2224316365.35938,205567.807200593
64,Washington,221,758563,WASHINGTON,182661.380404,1975774192.63,Washington,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Washington_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Washington_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Washington_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Washington.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Washington.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Washington.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Washington.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Washington_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Washington_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Washington_NAIP_zip.zip,3183935099.6875,231931.733239802
65,Crawford,055,758482,CRAWFORD,190939.780395,1925085847.8,Crawford,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Crawford_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Crawford_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Crawford_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Crawford.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Crawford.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Crawford.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Crawford.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Crawford_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Crawford_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Crawford_NAIP_zip.zip,3103973316.01953,242520.99900557
66,Camden,029,758469,CAMDEN,237899.573169,1833121085.55,Camden,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Camden_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Camden_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Camden_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Camden.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Camden.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Camden.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Camden.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Camden_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Camden_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Camden_NAIP_zip.zip,2961188141.6875,302394.276334223
67,St Clair,185,758547,ST CLAIR,184938.245704,1817194983.37,StClair,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_StClair_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_StClair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_StClair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/StClair.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/StClair.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/StClair.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/StClair.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_StClair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_StClair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_StClair_NAIP_zip.zip,2936112224.58203,235068.837743349
68,Phelps,161,758535,PHELPS,210111.639854,1744758967.57,Phelps,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Phelps_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Phelps_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Phelps_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Phelps.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Phelps.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Phelps.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Phelps.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Phelps_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Phelps_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Phelps_NAIP_zip.zip,2807108920.4375,266595.56884946
69,Ste Genevieve,186,765806,STE GENEVIEVE,175964.968302,1314258439.59,SteGenevieve,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_SteGenevieve_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_SteGenevieve_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_SteGenevieve_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/SteGenevieve.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/SteGenevieve.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/SteGenevieve.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/SteGenevieve.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_SteGenevieve_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_SteGenevieve_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_SteGenevieve_NAIP_zip.zip,2112753189.66797,223168.576617
