FID,COUNTYNAME,COUNTYFIPS,COUNTYGNIS,NAME_UCASE,Shape_Leng,Shape_Area,LINKNAME,NAIP2012,NAIP2014,NAIP2016,DOQQ,TOPO,F24KDEM,MOIMG2015,NAIP2018,NAIP2020,NAIP2022,Shape__Area,Shape__Length
1,Clark,045,758477,CLARK,164046.409275,1325886666.59,Clark,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Clark_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Clark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Clark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Clark.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Clark.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Clark.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Clark.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Clark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Clark_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Clark_NAIP_zip.zip,2290617275.83594,215593.032390918
2,Atchison,005,758457,ATCHISON,183521.887294,1424460766,Atchison,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Atchison_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Atchison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Atchison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Atchison.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Atchison.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Atchison.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Atchison.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Atchison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Atchison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Atchison_NAIP_zip.zip,2460562535.98047,241160.147778516
3,Scotland,199,758552,SCOTLAND,135147.428812,1136964678.13,Scotland,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Scotland_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Scotland_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Scotland_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Scotland.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Scotland.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Scotland.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Scotland.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Scotland_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Scotland_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Scotland_NAIP_zip.zip,1966988590.81641,177755.816913999
4,Schuyler,197,758551,SCHUYLER,156174.527161,797576866.273,Schuyler,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Schuyler_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Schuyler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Schuyler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Schuyler.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Schuyler.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Schuyler.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Schuyler.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Schuyler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Schuyler_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Schuyler_NAIP_zip.zip,1380674262.375,205422.664267909
5,Nodaway,147,758528,NODAWAY,212569.206926,2273266151.14,Nodaway,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Nodaway_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Nodaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Nodaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Nodaway.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Nodaway.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Nodaway.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Nodaway.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Nodaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Nodaway_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Nodaway_NAIP_zip.zip,3920213446.44531,279075.850595278
6,Putnam,171,758540,PUTNAM,210409.59774,1343979805.81,Putnam,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Putnam_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Putnam_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Putnam_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Putnam.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Putnam.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Putnam.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Putnam.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Putnam_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Putnam_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Putnam_NAIP_zip.zip,2327224632.33984,276645.451363286
7,Worth,227,758566,WORTH,112108.539763,690902545.261,Worth,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Worth_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Worth_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Worth_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Worth.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Worth.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Worth.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Worth.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Worth_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Worth_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Worth_NAIP_zip.zip,1195944316.375,147422.113108129
8,Mercer,129,758519,MERCER,138797.634938,1177231359.42,Mercer,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Mercer_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Mercer_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Mercer_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Mercer.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Mercer.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Mercer.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Mercer.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Mercer_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Mercer_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Mercer_NAIP_zip.zip,2034976873.02734,182489.975294926
9,Harrison,081,758495,HARRISON,177341.492802,1880143699.51,Harrison,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Harrison_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Harrison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Harrison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Harrison.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Harrison.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Harrison.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Harrison.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Harrison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Harrison_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Harrison_NAIP_zip.zip,3243197508.92188,232970.69547004
10,Gentry,075,758492,GENTRY,143259.355415,1273646566.27,Gentry,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Gentry_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Gentry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Gentry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Gentry.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Gentry.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Gentry.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Gentry.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Gentry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Gentry_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Gentry_NAIP_zip.zip,2187427068.94922,187772.030196268
11,Sullivan,211,758558,SULLIVAN,164531.066416,1686255961.58,Sullivan,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Sullivan_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Sullivan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Sullivan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Sullivan.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Sullivan.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Sullivan.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Sullivan.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Sullivan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Sullivan_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Sullivan_NAIP_zip.zip,2896926125.95313,215629.171283586
12,Adair,001,765805,ADAIR,155201.860185,1473828076.43,Adair,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Adair_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Adair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Adair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Adair.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Adair.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Adair.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Adair.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Adair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Adair_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Adair_NAIP_zip.zip,2530474187.76563,203316.219923899
13,Knox,103,758506,KNOX,145916.428737,1311676584,Knox,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Knox_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Knox_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Knox_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Knox.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Knox.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Knox.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Knox.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Knox_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Knox_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Knox_NAIP_zip.zip,2247750456.64844,191037.742738602
14,Holt,087,758498,HOLT,206740.910086,1218820695.45,Holt,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Holt_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Holt_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Holt_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Holt.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Holt.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Holt.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Holt.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Holt_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Holt_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Holt_NAIP_zip.zip,2084976214.86719,270337.431200451
15,Grundy,079,758494,GRUNDY,135425.293893,1133628348,Grundy,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Grundy_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Grundy_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Grundy_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Grundy.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Grundy.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Grundy.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Grundy.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Grundy_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Grundy_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Grundy_NAIP_zip.zip,1941945644.71094,177245.595478861
16,Lewis,111,758510,LEWIS,153405.951959,1322348462.99,Lewis,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Lewis_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Lewis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Lewis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Lewis.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Lewis.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Lewis.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Lewis.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Lewis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Lewis_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Lewis_NAIP_zip.zip,2263578866.77734,200647.711913184
17,Andrew,003,758456,ANDREW,163184.58105,1130411881.99,Andrew,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Andrew_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Andrew_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Andrew_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Andrew.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Andrew.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Andrew.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Andrew.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Andrew_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Andrew_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Andrew_NAIP_zip.zip,1928088269.07031,213087.041619043
18,Daviess,061,758485,DAVIESS,155428.740143,1473431309.67,Daviess,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Daviess_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Daviess_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Daviess_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Daviess.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Daviess.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Daviess.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Daviess.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Daviess_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Daviess_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Daviess_NAIP_zip.zip,2512541024.28516,202965.979975727
19,Dekalb,063,758486,DEKALB,132781.321429,1102087097.68,Dekalb,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Dekalb_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Dekalb_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Dekalb_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Dekalb.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Dekalb.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Dekalb.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Dekalb.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Dekalb_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Dekalb_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Dekalb_NAIP_zip.zip,1875285872.96484,173195.596730886
20,Macon,121,758514,MACON,191080.84951,2102741751.79,Macon,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Macon_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Macon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Macon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Macon.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Macon.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Macon.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Macon.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Macon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Macon_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Macon_NAIP_zip.zip,3572679941.1875,249055.59811395
21,Linn,115,758512,LINN,161628.750706,1607920032.58,Linn,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Linn_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Linn_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Linn_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Linn.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Linn.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Linn.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Linn.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Linn_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Linn_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Linn_NAIP_zip.zip,2735156324.62891,210767.445369765
22,Livingston,117,758513,LIVINGSTON,170999.495766,1394034609.19,Livingston,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Livingston_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Livingston_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Livingston_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Livingston.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Livingston.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Livingston.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Livingston.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Livingston_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Livingston_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Livingston_NAIP_zip.zip,2365171255.61719,222663.538836115
23,Shelby,205,758555,SHELBY,154159.834787,1299836305.31,Shelby,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2012/MO_2012_Shelby_NAIP_shp.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2014/MO_2014_Shelby_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2016/MO_2016_Shelby_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/doqq/county/Shelby.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/drg/countymosaics_100k/Shelby.tar.gz,https://msdis-archive.missouri.edu/archive/Missouri_Elevation_Data/24kDEM/24k/Shelby.e00.gz,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/Statewide2015/Shelby.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2018/MO_2018_Shelby_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2020/MO_2020_Shelby_NAIP_zip.zip,https://msdis-archive.missouri.edu/archive/Missouri_Imagery/naip2022/MO_2022_Shelby_NAIP_zip.zip,2206123923.60547,200807.967765845
